fila_id,venta_id,cliente_id,producto_id,fecha_compra,año,mes_texto,origen,cantidad,precio_unitario,monto
F-0587,FT-934393,CL-171,PRD-FD039,17/06/2024,2024,junio,Realista,4,26600,106400
F-0588,FT-934393,CL-196,PRD-FD015,17/06/2024,2024,junio,Realista,2,31408,62816
F-0589,FT-934394,CL-048,PRD-FD025,17/06/2024,2024,junio,Realista,1,17950,17950
F-0590,FT-934394,CL-175,PRD-FD028,16/06/2024,2024,junio,Realista,2,7950,15900
F-0591,FT-934394,CL-254,PRD-FD023,16/06/2024,2024,junio,Realista,4,21950,87800
F-0592,FT-934394,CL-198,PRD-FD020,16/06/2024,2024,junio,Realista,1,68450,68450
F-0593,FT-934395,CL-270,PRD-FD005,15/06/2024,2024,junio,Realista,3,20950,62850
F-0594,FT-934395,CL-136,PRD-FD021,15/06/2024,2024,junio,Realista,2,26500,53000
F-0595,FT-934396,CL-293,PRD-FD007,15/06/2024,2024,junio,Realista,4,68450,273800
F-0596,FT-934396,CL-157,PRD-FD006,14/06/2024,2024,junio,Realista,2,27300,54600
F-0597,FT-934396,CL-090,PRD-FD009,14/06/2024,2024,junio,Realista,4,31408,125632
F-0598,FT-934396,CL-096,PRD-FD039,14/06/2024,2024,junio,Realista,2,27300,54600
F-0599,FT-934396,CL-256,PRD-FD020,14/06/2024,2024,junio,Realista,3,25950,77850
F-0600,FT-934397,CL-013,PRD-FD037,13/06/2024,2024,junio,Realista,1,25950,25950
F-0601,FT-934398,CL-240,PRD-FD036,13/06/2024,2024,junio,Realista,3,79350,238050
F-0602,FT-934399,CL-017,PRD-FD001,13/06/2024,2024,junio,Realista,1,16500,16500
F-0603,FT-934399,CL-213,PRD-FD013,13/06/2024,2024,junio,Realista,4,127950,511800
F-0604,FT-934399,CL-132,PRD-FD033,12/06/2024,2024,junio,Simulada,3,21950,65850
F-0605,FT-934399,CL-290,PRD-FD017,12/06/2024,2024,junio,Simulada,1,7950,7950
F-0606,FT-934399,CL-108,PRD-FD019,12/06/2024,2024,junio,Simulada,2,79350,158700
F-0607,FT-934400,CL-128,PRD-FD027,12/06/2024,2024,junio,Simulada,4,68450,273800
F-0608,FT-934400,CL-203,PRD-FD001,12/06/2024,2024,junio,Simulada,4,48350,193400
F-0609,FT-934400,CL-097,PRD-FD011,11/06/2024,2024,junio,Simulada,4,21950,87800
F-0610,FT-934401,CL-013,PRD-FD031,10/06/2024,2024,junio,Simulada,4,124080,496320
F-0611,FT-934401,CL-063,PRD-FD038,10/06/2024,2024,junio,Simulada,4,31408,125632
F-0612,FT-934401,CL-136,PRD-FD003,09/06/2024,2024,junio,Simulada,4,16950,67800
F-0613,FT-934401,CL-014,PRD-FD032,09/06/2024,2024,junio,Simulada,1,21450,21450
F-0614,FT-934402,CL-155,PRD-FD038,09/06/2024,2024,junio,Simulada,3,65950,197850
F-0615,FT-934402,CL-281,PRD-FD017,09/06/2024,2024,junio,Simulada,1,68950,68950
F-0616,FT-934402,CL-199,PRD-FD010,08/06/2024,2024,junio,Simulada,1,7950,7950
F-0617,FT-934402,CL-007,PRD-FD008,07/06/2024,2024,junio,Simulada,3,127950,383850
F-0618,FT-934402,CL-108,PRD-FD001,07/06/2024,2024,junio,Simulada,2,27300,54600
F-0619,FT-934403,CL-134,PRD-FD034,06/06/2024,2024,junio,Simulada,1,16950,16950
F-0620,FT-934403,CL-183,PRD-FD035,06/06/2024,2024,junio,Simulada,4,124080,496320
F-0621,FT-934403,CL-131,PRD-FD029,06/06/2024,2024,junio,Simulada,4,16950,67800
F-0622,FT-934403,CL-099,PRD-FD011,06/06/2024,2024,junio,Simulada,1,16950,16950
F-0623,FT-934403,CL-009,PRD-FD007,06/06/2024,2024,junio,Simulada,1,68450,68450
F-0624,FT-934404,CL-238,PRD-FD003,05/06/2024,2024,junio,Simulada,2,150950,301900
F-0625,FT-934404,CL-132,PRD-FD024,05/06/2024,2024,junio,Simulada,3,103950,311850
F-0626,FT-934404,CL-079,PRD-FD019,05/06/2024,2024,junio,Simulada,4,169950,679800
F-0627,FT-934405,CL-227,PRD-FD008,05/06/2024,2024,junio,Simulada,4,11300,45200
F-0628,FT-934405,CL-072,PRD-FD013,04/06/2024,2024,junio,Simulada,3,21950,65850
F-0629,FT-934405,CL-293,PRD-FD011,04/06/2024,2024,junio,Simulada,3,103950,311850
F-0630,FT-934405,CL-039,PRD-FD006,04/06/2024,2024,junio,Simulada,4,124080,496320
F-0631,FT-934406,CL-059,PRD-FD022,04/06/2024,2024,junio,Simulada,1,11300,11300
F-0632,FT-934406,CL-122,PRD-FD024,03/06/2024,2024,junio,Simulada,4,39950,159800
F-0633,FT-934407,CL-263,PRD-FD026,02/06/2024,2024,junio,Simulada,4,39950,159800
F-0634,FT-934408,CL-260,PRD-FD008,01/06/2024,2024,junio,Simulada,1,169950,169950
F-0635,FT-934408,CL-282,PRD-FD017,01/06/2024,2024,junio,Simulada,3,25950,77850
F-0636,FT-934408,CL-136,PRD-FD002,30/05/2024,2024,mayo,Simulada,1,7950,7950
F-0637,FT-934409,CL-282,PRD-FD025,30/05/2024,2024,mayo,Simulada,4,25950,103800
F-0638,FT-934409,CL-066,PRD-FD008,30/05/2024,2024,mayo,Simulada,4,124080,496320
F-0639,FT-934409,CL-070,PRD-FD010,28/05/2024,2024,mayo,Simulada,3,5520,16560
F-0640,FT-934409,CL-129,PRD-FD018,27/05/2024,2024,mayo,Simulada,2,16950,33900
F-0641,FT-934409,CL-217,PRD-FD023,27/05/2024,2024,mayo,Simulada,3,17950,53850
F-0642,FT-934410,CL-089,PRD-FD017,26/05/2024,2024,mayo,Simulada,3,26500,79500
F-0643,FT-934410,CL-186,PRD-FD002,26/05/2024,2024,mayo,Simulada,3,11950,35850
F-0644,FT-934411,CL-067,PRD-FD006,26/05/2024,2024,mayo,Simulada,4,21450,85800
F-0645,FT-934411,CL-195,PRD-FD040,26/05/2024,2024,mayo,Simulada,2,17950,35900
F-0646,FT-934411,CL-128,PRD-FD027,26/05/2024,2024,mayo,Simulada,3,20950,62850
F-0647,FT-934411,CL-193,PRD-FD007,25/05/2024,2024,mayo,Simulada,3,87950,263850
F-0648,FT-934411,CL-043,PRD-FD024,25/05/2024,2024,mayo,Simulada,2,87950,175900
F-0649,FT-934412,CL-167,PRD-FD003,24/05/2024,2024,mayo,Simulada,1,21450,21450
F-0650,FT-934412,CL-093,PRD-FD003,23/05/2024,2024,mayo,Simulada,1,27300,27300
F-0651,FT-934412,CL-246,PRD-FD023,23/05/2024,2024,mayo,Simulada,1,18400,18400
F-0652,FT-934412,CL-140,PRD-FD023,22/05/2024,2024,mayo,Simulada,2,42550,85100
F-0653,FT-934413,CL-183,PRD-FD031,21/05/2024,2024,mayo,Simulada,3,150950,452850
F-0654,FT-934413,CL-097,PRD-FD015,21/05/2024,2024,mayo,Simulada,1,65950,65950
F-0655,FT-934414,CL-021,PRD-FD015,21/05/2024,2024,mayo,Simulada,2,87950,175900
F-0656,FT-934414,CL-147,PRD-FD014,20/05/2024,2024,mayo,Simulada,1,16950,16950
F-0657,FT-934414,CL-097,PRD-FD020,20/05/2024,2024,mayo,Simulada,3,26600,79800
F-0658,FT-934414,CL-175,PRD-FD039,20/05/2024,2024,mayo,Simulada,2,21950,43900
F-0659,FT-934415,CL-018,PRD-FD027,19/05/2024,2024,mayo,Simulada,4,39950,159800
F-0660,FT-934415,CL-239,PRD-FD038,19/05/2024,2024,mayo,Simulada,4,124080,496320
F-0661,FT-934416,CL-173,PRD-FD013,18/05/2024,2024,mayo,Simulada,1,31408,31408
F-0662,FT-934416,CL-124,PRD-FD010,18/05/2024,2024,mayo,Simulada,1,16500,16500
F-0663,FT-934417,CL-061,PRD-FD002,17/05/2024,2024,mayo,Simulada,1,31408,31408
F-0664,FT-934417,CL-199,PRD-FD002,17/05/2024,2024,mayo,Simulada,4,26600,106400
F-0665,FT-934417,CL-201,PRD-FD025,17/05/2024,2024,mayo,Simulada,1,68450,68450
F-0666,FT-934417,CL-183,PRD-FD036,17/05/2024,2024,mayo,Simulada,2,16950,33900
F-0667,FT-934418,CL-054,PRD-FD008,17/05/2024,2024,mayo,Simulada,4,21950,87800
F-0668,FT-934418,CL-151,PRD-FD040,16/05/2024,2024,mayo,Simulada,3,48350,145050
F-0669,FT-934419,CL-223,PRD-FD030,14/05/2024,2024,mayo,Realista,3,85950,257850
F-0670,FT-934419,CL-147,PRD-FD015,14/05/2024,2024,mayo,Realista,2,5520,11040
F-0671,FT-934420,CL-140,PRD-FD013,13/05/2024,2024,mayo,Realista,2,7950,15900
F-0672,FT-934420,CL-270,PRD-FD022,13/05/2024,2024,mayo,Realista,4,103950,415800
F-0673,FT-934420,CL-207,PRD-FD010,13/05/2024,2024,mayo,Realista,3,65950,197850
F-0674,FT-934420,CL-262,PRD-FD018,13/05/2024,2024,mayo,Realista,2,150950,301900
F-0675,FT-934420,CL-251,PRD-FD023,13/05/2024,2024,mayo,Realista,4,27300,109200
F-0676,FT-934421,CL-014,PRD-FD004,12/05/2024,2024,mayo,Realista,2,62950,125900
F-0677,FT-934421,CL-284,PRD-FD024,12/05/2024,2024,mayo,Realista,2,16950,33900
F-0678,FT-934421,CL-295,PRD-FD025,10/05/2024,2024,mayo,Realista,3,16950,50850
F-0679,FT-934421,CL-112,PRD-FD031,09/05/2024,2024,mayo,Realista,1,150950,150950
F-0680,FT-934421,CL-242,PRD-FD007,09/05/2024,2024,mayo,Realista,1,8750,8750
F-0681,FT-934422,CL-286,PRD-FD009,09/05/2024,2024,mayo,Realista,2,65950,131900
F-0682,FT-934422,CL-211,PRD-FD015,09/05/2024,2024,mayo,Realista,2,21950,43900
F-0683,FT-934423,CL-078,PRD-FD007,09/05/2024,2024,mayo,Realista,2,42550,85100
F-0684,FT-934424,CL-029,PRD-FD014,09/05/2024,2024,mayo,Realista,2,21950,43900
F-0685,FT-934424,CL-167,PRD-FD004,08/05/2024,2024,mayo,Realista,1,11950,11950
F-0686,FT-934424,CL-273,PRD-FD022,08/05/2024,2024,mayo,Realista,3,21450,64350
F-0687,FT-934425,CL-096,PRD-FD006,08/05/2024,2024,mayo,Realista,2,150950,301900
F-0688,FT-934425,CL-169,PRD-FD038,08/05/2024,2024,mayo,Realista,2,10900,21800
F-0689,FT-934426,CL-283,PRD-FD033,08/05/2024,2024,mayo,Realista,1,62950,62950
F-0690,FT-934426,CL-001,PRD-FD034,07/05/2024,2024,mayo,Simulada,4,17950,71800
F-0691,FT-934426,CL-157,PRD-FD032,07/05/2024,2024,mayo,Simulada,3,16950,50850
F-0692,FT-934426,CL-210,PRD-FD028,07/05/2024,2024,mayo,Simulada,3,31408,94224
F-0693,FT-934427,CL-275,PRD-FD026,06/05/2024,2024,mayo,Simulada,1,48350,48350
F-0694,FT-934428,CL-210,PRD-FD024,06/05/2024,2024,mayo,Simulada,1,27300,27300
F-0695,FT-934428,CL-177,PRD-FD018,05/05/2024,2024,mayo,Simulada,4,16500,66000
F-0696,FT-934429,CL-289,PRD-FD033,04/05/2024,2024,mayo,Simulada,4,16950,67800
F-0697,FT-934429,CL-120,PRD-FD014,04/05/2024,2024,mayo,Simulada,2,25950,51900
F-0698,FT-934429,CL-041,PRD-FD002,01/05/2024,2024,mayo,Simulada,1,16500,16500
F-0699,FT-934429,CL-171,PRD-FD003,01/05/2024,2024,mayo,Simulada,3,11950,35850
F-0700,FT-934430,CL-035,PRD-FD024,30/04/2024,2024,abril,Simulada,2,68450,136900
F-0701,FT-934430,CL-198,PRD-FD024,29/04/2024,2024,abril,Simulada,4,48350,193400
F-0702,FT-934430,CL-027,PRD-FD016,29/04/2024,2024,abril,Simulada,2,25950,51900
F-0703,FT-934430,CL-149,PRD-FD015,28/04/2024,2024,abril,Simulada,4,25950,103800
F-0704,FT-934431,CL-140,PRD-FD013,27/04/2024,2024,abril,Simulada,4,26600,106400
F-0705,FT-934432,CL-238,PRD-FD027,27/04/2024,2024,abril,Simulada,2,48950,97900
F-0706,FT-934432,CL-078,PRD-FD002,27/04/2024,2024,abril,Simulada,2,8750,17500
F-0707,FT-934432,CL-051,PRD-FD011,26/04/2024,2024,abril,Simulada,1,62950,62950
F-0708,FT-934432,CL-142,PRD-FD040,26/04/2024,2024,abril,Simulada,2,9600,19200
F-0709,FT-934433,CL-102,PRD-FD030,25/04/2024,2024,abril,Simulada,1,150950,150950
F-0710,FT-934433,CL-093,PRD-FD018,25/04/2024,2024,abril,Simulada,3,21950,65850
F-0711,FT-934433,CL-207,PRD-FD021,25/04/2024,2024,abril,Simulada,1,16500,16500
F-0712,FT-934433,CL-278,PRD-FD017,24/04/2024,2024,abril,Simulada,4,85950,343800
F-0713,FT-934433,CL-263,PRD-FD005,23/04/2024,2024,abril,Simulada,1,26500,26500
F-0714,FT-934434,CL-081,PRD-FD022,22/04/2024,2024,abril,Simulada,2,9600,19200
F-0715,FT-934434,CL-162,PRD-FD039,22/04/2024,2024,abril,Simulada,1,25950,25950
F-0716,FT-934434,CL-257,PRD-FD037,22/04/2024,2024,abril,Simulada,1,150950,150950
F-0717,FT-934435,CL-199,PRD-FD022,21/04/2024,2024,abril,Simulada,3,9600,28800
F-0718,FT-934435,CL-061,PRD-FD021,20/04/2024,2024,abril,Simulada,4,27300,109200
F-0719,FT-934435,CL-249,PRD-FD003,20/04/2024,2024,abril,Simulada,2,17950,35900
F-0720,FT-934435,CL-048,PRD-FD039,18/04/2024,2024,abril,Simulada,3,17950,53850
F-0721,FT-934436,CL-219,PRD-FD037,18/04/2024,2024,abril,Simulada,3,16950,50850
F-0722,FT-934436,CL-228,PRD-FD010,18/04/2024,2024,abril,Simulada,1,5520,5520
F-0723,FT-934436,CL-032,PRD-FD036,18/04/2024,2024,abril,Simulada,1,25950,25950
F-0724,FT-934436,CL-137,PRD-FD013,17/04/2024,2024,abril,Simulada,2,31408,62816
F-0725,FT-934436,CL-279,PRD-FD002,16/04/2024,2024,abril,Simulada,3,65950,197850
F-0726,FT-934437,CL-105,PRD-FD024,15/04/2024,2024,abril,Simulada,3,21450,64350
F-0727,FT-934437,CL-023,PRD-FD028,14/04/2024,2024,abril,Simulada,1,16500,16500
F-0728,FT-934438,CL-241,PRD-FD032,14/04/2024,2024,abril,Simulada,3,16950,50850
F-0729,FT-934439,CL-283,PRD-FD026,14/04/2024,2024,abril,Simulada,3,11950,35850
F-0730,FT-934439,CL-074,PRD-FD013,14/04/2024,2024,abril,Simulada,4,7950,31800
F-0731,FT-934439,CL-280,PRD-FD026,14/04/2024,2024,abril,Simulada,2,7950,15900
F-0732,FT-934439,CL-011,PRD-FD040,12/04/2024,2024,abril,Simulada,3,26600,79800
F-0733,FT-934440,CL-212,PRD-FD034,12/04/2024,2024,abril,Simulada,4,16950,67800
F-0734,FT-934441,CL-046,PRD-FD015,12/04/2024,2024,abril,Simulada,3,18400,55200
F-0735,FT-934441,CL-102,PRD-FD023,12/04/2024,2024,abril,Simulada,1,7950,7950
F-0736,FT-934441,CL-294,PRD-FD038,11/04/2024,2024,abril,Simulada,1,26600,26600
F-0737,FT-934441,CL-233,PRD-FD029,11/04/2024,2024,abril,Simulada,4,31408,125632
F-0738,FT-934441,CL-084,PRD-FD018,11/04/2024,2024,abril,Simulada,1,25950,25950
F-0739,FT-934442,CL-213,PRD-FD040,11/04/2024,2024,abril,Simulada,4,10900,43600
F-0740,FT-934442,CL-090,PRD-FD003,10/04/2024,2024,abril,Simulada,2,124080,248160
F-0741,FT-934443,CL-252,PRD-FD036,09/04/2024,2024,abril,Simulada,4,62950,251800
F-0742,FT-934443,CL-070,PRD-FD020,08/04/2024,2024,abril,Simulada,1,10900,10900
F-0743,FT-934444,CL-183,PRD-FD026,08/04/2024,2024,abril,Simulada,2,21950,43900
F-0744,FT-934444,CL-091,PRD-FD022,08/04/2024,2024,abril,Simulada,2,39950,79900
F-0745,FT-934444,CL-094,PRD-FD008,07/04/2024,2024,abril,Simulada,3,79350,238050
F-0746,FT-934445,CL-092,PRD-FD022,07/04/2024,2024,abril,Simulada,2,27300,54600
F-0747,FT-934445,CL-149,PRD-FD036,06/04/2024,2024,abril,Simulada,2,127950,255900
F-0748,FT-934445,CL-062,PRD-FD014,06/04/2024,2024,abril,Simulada,1,11300,11300
F-0749,FT-934445,CL-113,PRD-FD030,06/04/2024,2024,abril,Simulada,1,20950,20950
F-0750,FT-934445,CL-294,PRD-FD022,05/04/2024,2024,abril,Simulada,4,62950,251800
F-0751,FT-934446,CL-004,PRD-FD014,05/04/2024,2024,abril,Simulada,3,16950,50850
F-0752,FT-934446,CL-213,PRD-FD002,05/04/2024,2024,abril,Simulada,1,21950,21950
F-0753,FT-934446,CL-160,PRD-FD034,04/04/2024,2024,abril,Simulada,4,25950,103800
F-0754,FT-934447,CL-283,PRD-FD007,03/04/2024,2024,abril,Simulada,1,39950,39950
F-0755,FT-934447,CL-009,PRD-FD009,03/04/2024,2024,abril,Simulada,3,68450,205350
F-0756,FT-934448,CL-252,PRD-FD004,02/04/2024,2024,abril,Simulada,1,39950,39950
F-0757,FT-934448,CL-105,PRD-FD038,02/04/2024,2024,abril,Simulada,3,48950,146850
F-0758,FT-934449,CL-299,PRD-FD026,02/04/2024,2024,abril,Simulada,4,11950,47800
F-0759,FT-934449,CL-016,PRD-FD019,02/04/2024,2024,abril,Simulada,2,48350,96700
F-0760,FT-934449,CL-181,PRD-FD005,01/04/2024,2024,abril,Simulada,3,81050,243150
F-0761,FT-934449,CL-279,PRD-FD015,31/03/2024,2024,marzo,Simulada,1,127950,127950
F-0762,FT-934450,CL-110,PRD-FD009,31/03/2024,2024,marzo,Simulada,2,81050,162100
F-0763,FT-934450,CL-075,PRD-FD015,30/03/2024,2024,marzo,Simulada,4,127950,511800
F-0764,FT-934450,CL-060,PRD-FD019,30/03/2024,2024,marzo,Simulada,3,68950,206850
F-0765,FT-934450,CL-287,PRD-FD002,29/03/2024,2024,marzo,Simulada,2,68450,136900
F-0766,FT-934450,CL-074,PRD-FD007,27/03/2024,2024,marzo,Simulada,4,81050,324200
F-0767,FT-934451,CL-025,PRD-FD035,27/03/2024,2024,marzo,Simulada,1,21450,21450
F-0768,FT-934451,CL-228,PRD-FD040,26/03/2024,2024,marzo,Simulada,1,31408,31408
F-0769,FT-934451,CL-158,PRD-FD018,25/03/2024,2024,marzo,Simulada,4,16950,67800
F-0770,FT-934452,CL-111,PRD-FD016,25/03/2024,2024,marzo,Simulada,4,5520,22080
F-0771,FT-934452,CL-192,PRD-FD004,25/03/2024,2024,marzo,Simulada,2,81050,162100
F-0772,FT-934452,CL-265,PRD-FD034,25/03/2024,2024,marzo,Simulada,4,85950,343800
F-0773,FT-934453,CL-227,PRD-FD017,24/03/2024,2024,marzo,Simulada,2,87950,175900
F-0774,FT-934453,CL-289,PRD-FD004,24/03/2024,2024,marzo,Simulada,4,21950,87800
F-0775,FT-934453,CL-229,PRD-FD002,24/03/2024,2024,marzo,Simulada,4,10900,43600
F-0776,FT-934453,CL-219,PRD-FD009,23/03/2024,2024,marzo,Simulada,1,8750,8750
F-0777,FT-934454,CL-101,PRD-FD039,22/03/2024,2024,marzo,Simulada,4,81050,324200
F-0778,FT-934454,CL-127,PRD-FD039,22/03/2024,2024,marzo,Simulada,2,79350,158700
F-0779,FT-934454,CL-040,PRD-FD034,21/03/2024,2024,marzo,Simulada,2,31408,62816
F-0780,FT-934455,CL-248,PRD-FD021,21/03/2024,2024,marzo,Simulada,1,79350,79350
F-0781,FT-934455,CL-185,PRD-FD020,21/03/2024,2024,marzo,Simulada,1,16950,16950
F-0782,FT-934455,CL-055,PRD-FD010,20/03/2024,2024,marzo,Simulada,3,62950,188850
F-0783,FT-934456,CL-273,PRD-FD002,20/03/2024,2024,marzo,Simulada,3,42550,127650
F-0784,FT-934456,CL-127,PRD-FD006,19/03/2024,2024,marzo,Simulada,2,87950,175900
F-0785,FT-934456,CL-022,PRD-FD032,19/03/2024,2024,marzo,Simulada,3,124080,372240
F-0786,FT-934457,CL-062,PRD-FD010,19/03/2024,2024,marzo,Simulada,4,18400,73600
F-0787,FT-934457,CL-116,PRD-FD015,18/03/2024,2024,marzo,Simulada,3,7950,23850
F-0788,FT-934457,CL-186,PRD-FD015,18/03/2024,2024,marzo,Simulada,4,68450,273800
F-0789,FT-934457,CL-125,PRD-FD029,17/03/2024,2024,marzo,Simulada,2,169950,339900
F-0790,FT-934457,CL-217,PRD-FD008,17/03/2024,2024,marzo,Simulada,3,18400,55200
F-0791,FT-934458,CL-295,PRD-FD040,16/03/2024,2024,marzo,Simulada,1,11300,11300
F-0792,FT-934458,CL-169,PRD-FD025,15/03/2024,2024,marzo,Simulada,3,7950,23850
F-0793,FT-934459,CL-122,PRD-FD036,15/03/2024,2024,marzo,Simulada,4,18400,73600
F-0794,FT-934459,CL-139,PRD-FD006,15/03/2024,2024,marzo,Simulada,4,48350,193400
F-0795,FT-934460,CL-030,PRD-FD035,13/03/2024,2024,marzo,Simulada,1,21950,21950
F-0796,FT-934461,CL-166,PRD-FD005,13/03/2024,2024,marzo,Simulada,3,5520,16560
F-0797,FT-934462,CL-037,PRD-FD027,13/03/2024,2024,marzo,Simulada,3,20950,62850
F-0798,FT-934462,CL-258,PRD-FD020,12/03/2024,2024,marzo,Simulada,2,18400,36800
F-0799,FT-934462,CL-132,PRD-FD026,11/03/2024,2024,marzo,Simulada,1,150950,150950
F-0800,FT-934462,CL-036,PRD-FD038,11/03/2024,2024,marzo,Simulada,4,21950,87800
F-0801,FT-934463,CL-272,PRD-FD018,11/03/2024,2024,marzo,Simulada,3,31408,94224
F-0802,FT-934463,CL-037,PRD-FD029,10/03/2024,2024,marzo,Simulada,2,39950,79900
F-0803,FT-934464,CL-020,PRD-FD005,10/03/2024,2024,marzo,Simulada,3,7950,23850
F-0804,FT-934464,CL-083,PRD-FD040,10/03/2024,2024,marzo,Simulada,4,16500,66000
F-0805,FT-934464,CL-279,PRD-FD036,09/03/2024,2024,marzo,Simulada,2,25950,51900
F-0806,FT-934464,CL-012,PRD-FD023,07/03/2024,2024,marzo,Simulada,1,48350,48350
F-0807,FT-934465,CL-291,PRD-FD023,07/03/2024,2024,marzo,Simulada,3,21450,64350
F-0808,FT-934465,CL-284,PRD-FD022,07/03/2024,2024,marzo,Simulada,2,16500,33000
F-0809,FT-934465,CL-036,PRD-FD023,06/03/2024,2024,marzo,Simulada,2,9600,19200
F-0810,FT-934465,CL-104,PRD-FD002,05/03/2024,2024,marzo,Simulada,3,25950,77850
F-0811,FT-934466,CL-272,PRD-FD012,05/03/2024,2024,marzo,Simulada,1,62950,62950
F-0812,FT-934466,CL-103,PRD-FD028,04/03/2024,2024,marzo,Simulada,1,103950,103950
F-0813,FT-934466,CL-253,PRD-FD017,04/03/2024,2024,marzo,Simulada,4,9600,38400
F-0814,FT-934467,CL-289,PRD-FD037,04/03/2024,2024,marzo,Simulada,4,18400,73600
F-0815,FT-934467,CL-259,PRD-FD036,03/03/2024,2024,marzo,Simulada,3,25950,77850
F-0816,FT-934467,CL-011,PRD-FD033,03/03/2024,2024,marzo,Simulada,2,16500,33000
F-0817,FT-934467,CL-041,PRD-FD006,03/03/2024,2024,marzo,Simulada,2,21950,43900
F-0818,FT-934468,CL-254,PRD-FD011,01/03/2024,2024,marzo,Simulada,2,31408,62816
F-0819,FT-934468,CL-250,PRD-FD012,29/02/2024,2024,febrero,Simulada,3,10900,32700
F-0820,FT-934468,CL-164,PRD-FD038,28/02/2024,2024,febrero,Simulada,1,68450,68450
F-0821,FT-934468,CL-121,PRD-FD020,28/02/2024,2024,febrero,Simulada,3,81050,243150
F-0822,FT-934469,CL-001,PRD-FD002,27/02/2024,2024,febrero,Simulada,4,68450,273800
F-0823,FT-934469,CL-147,PRD-FD011,27/02/2024,2024,febrero,Simulada,3,16500,49500
F-0824,FT-934469,CL-005,PRD-FD010,27/02/2024,2024,febrero,Simulada,1,25950,25950
F-0825,FT-934469,CL-174,PRD-FD023,27/02/2024,2024,febrero,Simulada,3,8750,26250
F-0826,FT-934469,CL-242,PRD-FD025,26/02/2024,2024,febrero,Simulada,4,21950,87800
F-0827,FT-934470,CL-153,PRD-FD033,26/02/2024,2024,febrero,Simulada,3,11300,33900
F-0828,FT-934470,CL-166,PRD-FD031,25/02/2024,2024,febrero,Simulada,4,21950,87800
F-0829,FT-934470,CL-127,PRD-FD004,25/02/2024,2024,febrero,Simulada,3,48350,145050
F-0830,FT-934470,CL-046,PRD-FD006,25/02/2024,2024,febrero,Simulada,1,27300,27300
F-0831,FT-934470,CL-111,PRD-FD014,25/02/2024,2024,febrero,Simulada,3,79350,238050
F-0832,FT-934471,CL-041,PRD-FD039,24/02/2024,2024,febrero,Simulada,3,81050,243150
F-0833,FT-934471,CL-059,PRD-FD031,24/02/2024,2024,febrero,Simulada,1,79350,79350
F-0834,FT-934471,CL-229,PRD-FD038,24/02/2024,2024,febrero,Simulada,3,26500,79500
F-0835,FT-934472,CL-275,PRD-FD003,23/02/2024,2024,febrero,Simulada,4,5520,22080
F-0836,FT-934472,CL-032,PRD-FD021,22/02/2024,2024,febrero,Simulada,4,39950,159800
F-0837,FT-934472,CL-170,PRD-FD003,21/02/2024,2024,febrero,Simulada,1,85950,85950
F-0838,FT-934473,CL-007,PRD-FD027,21/02/2024,2024,febrero,Simulada,3,11300,33900
F-0839,FT-934473,CL-262,PRD-FD018,21/02/2024,2024,febrero,Simulada,2,7950,15900
F-0840,FT-934474,CL-246,PRD-FD040,21/02/2024,2024,febrero,Simulada,1,21450,21450
F-0841,FT-934474,CL-063,PRD-FD039,20/02/2024,2024,febrero,Simulada,3,11950,35850
F-0842,FT-934475,CL-248,PRD-FD036,20/02/2024,2024,febrero,Simulada,2,9600,19200
F-0843,FT-934475,CL-061,PRD-FD026,19/02/2024,2024,febrero,Simulada,1,169950,169950
F-0844,FT-934475,CL-180,PRD-FD009,19/02/2024,2024,febrero,Simulada,2,11300,22600
F-0845,FT-934475,CL-260,PRD-FD030,19/02/2024,2024,febrero,Simulada,3,10900,32700
F-0846,FT-934475,CL-136,PRD-FD001,19/02/2024,2024,febrero,Simulada,2,8750,17500
F-0847,FT-934476,CL-269,PRD-FD039,19/02/2024,2024,febrero,Simulada,4,16950,67800
F-0848,FT-934476,CL-246,PRD-FD010,19/02/2024,2024,febrero,Simulada,4,150950,603800
F-0849,FT-934476,CL-189,PRD-FD035,19/02/2024,2024,febrero,Simulada,3,25950,77850
F-0850,FT-934476,CL-030,PRD-FD014,18/02/2024,2024,febrero,Simulada,2,68950,137900
F-0851,FT-934476,CL-090,PRD-FD026,18/02/2024,2024,febrero,Simulada,4,62950,251800
F-0852,FT-934477,CL-206,PRD-FD032,18/02/2024,2024,febrero,Simulada,3,20950,62850
F-0853,FT-934477,CL-080,PRD-FD035,18/02/2024,2024,febrero,Simulada,3,81050,243150
F-0854,FT-934477,CL-281,PRD-FD013,18/02/2024,2024,febrero,Simulada,4,169950,679800
F-0855,FT-934478,CL-248,PRD-FD015,18/02/2024,2024,febrero,Simulada,3,16950,50850
F-0856,FT-934478,CL-270,PRD-FD001,17/02/2024,2024,febrero,Simulada,2,87950,175900
F-0857,FT-934479,CL-004,PRD-FD030,17/02/2024,2024,febrero,Simulada,4,17950,71800
F-0858,FT-934479,CL-146,PRD-FD037,17/02/2024,2024,febrero,Simulada,1,21950,21950
F-0859,FT-934479,CL-133,PRD-FD001,17/02/2024,2024,febrero,Simulada,1,68450,68450
F-0860,FT-934479,CL-200,PRD-FD035,17/02/2024,2024,febrero,Simulada,1,11300,11300
F-0861,FT-934480,CL-064,PRD-FD038,17/02/2024,2024,febrero,Simulada,3,27300,81900
F-0862,FT-934480,CL-233,PRD-FD018,17/02/2024,2024,febrero,Simulada,3,25950,77850
